event_type,qc_level,intensity,city,region_country,datetime_utc,reporter,description,query_year,query_month,queried_event
Ice,QC2,F-Scale: IF0,Vienna,Austria,05/11/2006 23:26 UTC,ESWD Management,Weak event reported with minor impacts.,2006,11,Ice
Funnel,QC0+,EF1,Zurich,Switzerland,01/05/2004 12:43 UTC,ESWD Management,"Short-lived event, limited damage reported.",2004,05,Funnel
Lightning,QC0,EF0,Madrid,Spain,14/10/2014 22:52 UTC,Meteorological Office,Strong winds caused structural damage.,2014,10,Lightning
Hail,QC1,F-Scale: IF2,Rota,"Andalucía, Spain",25/11/2012 20:29 UTC,ESWD Management,"Short-lived event, limited damage reported.",2012,11,Hail
Lightning,QC2,F-Scale: IF1,Nagpur,"Maharashtra, India",10/12/2006 22:24 UTC,ESWD Management,Damage to vegetation and light structures.,2006,12,Lightning
Lightning,QC0+,N/A,Vienna,Austria,25/02/2005 09:30 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2005,02,Lightning
Tornado,QC1,F-Scale: IF0,Rome,"Lazio, Italy",21/12/2024 00:53 UTC,Local Weather Service,Damage to vegetation and light structures.,2024,12,Tornado
Ice,QC0+,N/A,Vienna,Austria,30/09/2015 00:12 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2015,09,Ice
Precip,QC0,F-Scale: IF0,Zurich,Switzerland,14/02/2003 04:50 UTC,University Research Group,"Short-lived event, limited damage reported.",2003,02,Precip
Devil,QC1,F-Scale: IF1,Zurich,Switzerland,31/10/2018 15:29 UTC,Meteorological Office,Damage to vegetation and light structures.,2018,10,Devil
Snow,QC0+,F-Scale: IF1,Rome,"Lazio, Italy",23/10/2003 01:47 UTC,Public Report,Weak event reported with minor impacts.,2003,10,Snow
Precip,QC2,EF0,Genova,"Liguria, Italy",16/03/2012 15:07 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2012,03,Precip
Hail,QC0,F-Scale: IF2,Munich,"Bavaria, Germany",01/09/2009 17:29 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2009,09,Hail
Ice,QC1,F-Scale: IF0,Rome,"Lazio, Italy",29/10/2021 17:59 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2021,10,Ice
Tornado,QC1,F-Scale: IF1,Rota,"Andalucía, Spain",05/05/2000 06:58 UTC,Local Weather Service,Damage to vegetation and light structures.,2000,05,Tornado
Ice,QC2,EF2,Vienna,Austria,19/05/2005 00:15 UTC,Storm Chaser Network,Event observed via satellite imagery.,2005,05,Ice
Gustnado,QC1,F-Scale: IF0,Zurich,Switzerland,21/11/2023 07:51 UTC,Storm Chaser Network,Strong winds caused structural damage.,2023,11,Gustnado
Avalanche,QC0,N/A,Zurich,Switzerland,03/11/2000 15:41 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2000,11,Avalanche
Hail,QC2,F-Scale: IF2,Rome,"Lazio, Italy",21/02/2018 21:51 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2018,02,Hail
Avalanche,QC2,N/A,Vienna,Austria,16/09/2007 21:05 UTC,University Research Group,Damage to vegetation and light structures.,2007,09,Avalanche
Funnel,QC2,EF1,Zurich,Switzerland,30/09/2004 08:18 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2004,09,Funnel
Funnel,QC0+,F-Scale: IF2,Zurich,Switzerland,01/12/2013 11:35 UTC,Local Weather Service,Weak event reported with minor impacts.,2013,12,Funnel
Lightning,QC0+,N/A,Genova,"Liguria, Italy",20/10/2023 17:24 UTC,Meteorological Office,Damage to vegetation and light structures.,2023,10,Lightning
Precip,QC0+,F-Scale: IF2,Tel Aviv,"Tel Aviv District, Israel",07/08/2010 03:30 UTC,Local Weather Service,Event observed via satellite imagery.,2010,08,Precip
Tornado,QC2,EF0,Tel Aviv,"Tel Aviv District, Israel",19/05/2003 06:02 UTC,Public Report,"Short-lived event, limited damage reported.",2003,05,Tornado
Wind,QC1,F-Scale: IF1,Rome,"Lazio, Italy",01/07/2014 21:24 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2014,07,Wind
Wind,QC0,F-Scale: IF2,Paris,"Île-de-France, France",01/08/2013 09:22 UTC,Public Report,Weak event reported with minor impacts.,2013,08,Wind
Ice,QC0,F-Scale: IF2,Paris,"Île-de-France, France",09/04/2020 01:17 UTC,Meteorological Office,Weak event reported with minor impacts.,2020,04,Ice
Precip,QC2,EF1,Genova,"Liguria, Italy",29/09/2022 13:07 UTC,Public Report,Strong winds caused structural damage.,2022,09,Precip
Avalanche,QC0+,F-Scale: IF2,Paris,"Île-de-France, France",23/08/2025 22:14 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2025,08,Avalanche
Lightning,QC0,N/A,Tel Aviv,"Tel Aviv District, Israel",10/10/2002 15:22 UTC,Meteorological Office,Strong winds caused structural damage.,2002,10,Lightning
Funnel,QC0+,EF2,Madrid,Spain,28/09/2007 01:20 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2007,09,Funnel
Lightning,QC1,F-Scale: IF2,Madrid,Spain,13/02/2007 12:25 UTC,Storm Chaser Network,Severe weather phenomenon confirmed by eyewitnesses.,2007,02,Lightning
Snow,QC1,F-Scale: IF0,Rome,"Lazio, Italy",07/05/2002 21:32 UTC,Meteorological Office,Weak event reported with minor impacts.,2002,05,Snow
Lightning,QC0+,F-Scale: IF2,Zurich,Switzerland,29/09/2012 08:36 UTC,ESWD Management,"Short-lived event, limited damage reported.",2012,09,Lightning
Precip,QC2,F-Scale: IF1,Tel Aviv,"Tel Aviv District, Israel",10/09/2015 10:35 UTC,Public Report,Strong winds caused structural damage.,2015,09,Precip
Funnel,QC1,N/A,Munich,"Bavaria, Germany",26/01/2025 12:51 UTC,Local Weather Service,Strong winds caused structural damage.,2025,01,Funnel
Precip,QC2,EF1,Madrid,Spain,11/03/2004 22:03 UTC,Meteorological Office,Weak event reported with minor impacts.,2004,03,Precip
Snow,QC1,N/A,Munich,"Bavaria, Germany",01/02/2008 07:18 UTC,Storm Chaser Network,Event observed via satellite imagery.,2008,02,Snow
Devil,QC1,N/A,Tel Aviv,"Tel Aviv District, Israel",13/12/2006 02:38 UTC,ESWD Management,"Short-lived event, limited damage reported.",2006,12,Devil
Lightning,QC1,N/A,Madrid,Spain,10/09/2001 22:35 UTC,Public Report,Event observed via satellite imagery.,2001,09,Lightning
Tornado,QC0+,N/A,Zurich,Switzerland,02/12/2006 05:32 UTC,University Research Group,"Short-lived event, limited damage reported.",2006,12,Tornado
Gustnado,QC1,EF2,Paris,"Île-de-France, France",16/12/2001 14:01 UTC,University Research Group,Event observed via satellite imagery.,2001,12,Gustnado
Wind,QC0+,EF1,Rome,"Lazio, Italy",12/10/2012 15:19 UTC,Local Weather Service,Damage to vegetation and light structures.,2012,10,Wind
Wind,QC2,EF0,Nagpur,"Maharashtra, India",01/07/2016 23:09 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2016,07,Wind
Lightning,QC0+,N/A,Madrid,Spain,12/10/2018 05:31 UTC,Public Report,Event observed via satellite imagery.,2018,10,Lightning
Ice,QC0,EF2,Rota,"Andalucía, Spain",22/07/2021 12:40 UTC,Public Report,Weak event reported with minor impacts.,2021,07,Ice
Ice,QC2,EF1,Genova,"Liguria, Italy",11/03/2007 09:18 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2007,03,Ice
Funnel,QC0,EF0,Nagpur,"Maharashtra, India",27/03/2020 11:55 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2020,03,Funnel
Lightning,QC0,F-Scale: IF2,Vienna,Austria,29/07/2010 13:10 UTC,Local Weather Service,Weak event reported with minor impacts.,2010,07,Lightning
Snow,QC0+,F-Scale: IF0,Genova,"Liguria, Italy",15/01/2015 04:59 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2015,01,Snow
Gustnado,QC0,F-Scale: IF0,Paris,"Île-de-France, France",14/02/2020 21:00 UTC,ESWD Management,Damage to vegetation and light structures.,2020,02,Gustnado
Devil,QC2,F-Scale: IF0,Tel Aviv,"Tel Aviv District, Israel",13/08/2024 20:46 UTC,Meteorological Office,Event observed via satellite imagery.,2024,08,Devil
Ice,QC2,EF2,Genova,"Liguria, Italy",21/02/2002 08:08 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2002,02,Ice
Funnel,QC0,EF2,Genova,"Liguria, Italy",03/06/2022 20:22 UTC,Public Report,"Short-lived event, limited damage reported.",2022,06,Funnel
Devil,QC0,EF1,Tel Aviv,"Tel Aviv District, Israel",24/01/2013 14:39 UTC,Meteorological Office,Event observed via satellite imagery.,2013,01,Devil
Tornado,QC0,EF1,Zurich,Switzerland,26/05/2008 22:40 UTC,Meteorological Office,Weak event reported with minor impacts.,2008,05,Tornado
Lightning,QC0,EF0,Madrid,Spain,04/10/2022 17:19 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2022,10,Lightning
Precip,QC0,F-Scale: IF2,Zurich,Switzerland,29/09/2016 08:39 UTC,ESWD Management,Damage to vegetation and light structures.,2016,09,Precip
Devil,QC0,F-Scale: IF2,Genova,"Liguria, Italy",30/11/2014 04:33 UTC,Public Report,Damage to vegetation and light structures.,2014,11,Devil
Precip,QC2,EF2,Tel Aviv,"Tel Aviv District, Israel",03/11/2020 23:44 UTC,Local Weather Service,Event observed via satellite imagery.,2020,11,Precip
Funnel,QC0+,F-Scale: IF0,Paris,"Île-de-France, France",28/08/2001 10:00 UTC,Local Weather Service,Weak event reported with minor impacts.,2001,08,Funnel
Snow,QC2,F-Scale: IF2,Munich,"Bavaria, Germany",13/02/2023 13:35 UTC,ESWD Management,Strong winds caused structural damage.,2023,02,Snow
Devil,QC1,F-Scale: IF2,Munich,"Bavaria, Germany",05/01/2016 01:37 UTC,ESWD Management,Damage to vegetation and light structures.,2016,01,Devil
Hail,QC1,F-Scale: IF1,Zurich,Switzerland,22/09/2019 13:11 UTC,Storm Chaser Network,Strong winds caused structural damage.,2019,09,Hail
Wind,QC0,EF2,Vienna,Austria,17/04/2023 09:06 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2023,04,Wind
Hail,QC1,F-Scale: IF2,Rome,"Lazio, Italy",04/02/2008 18:37 UTC,ESWD Management,Weak event reported with minor impacts.,2008,02,Hail
Snow,QC2,F-Scale: IF1,Munich,"Bavaria, Germany",30/09/2013 15:13 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2013,09,Snow
Snow,QC2,F-Scale: IF2,Paris,"Île-de-France, France",24/11/2001 12:02 UTC,University Research Group,Weak event reported with minor impacts.,2001,11,Snow
Funnel,QC0+,F-Scale: IF0,Zurich,Switzerland,18/04/2016 17:30 UTC,Local Weather Service,"Short-lived event, limited damage reported.",2016,04,Funnel
Precip,QC0,F-Scale: IF1,Paris,"Île-de-France, France",24/07/2001 04:18 UTC,University Research Group,Damage to vegetation and light structures.,2001,07,Precip
Snow,QC0+,EF2,Zurich,Switzerland,11/06/2025 01:06 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2025,06,Snow
Snow,QC0+,EF1,Paris,"Île-de-France, France",13/06/2003 19:35 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2003,06,Snow
Snow,QC0,EF2,Munich,"Bavaria, Germany",13/03/2011 03:52 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2011,03,Snow
Lightning,QC1,N/A,Zurich,Switzerland,12/03/2025 04:01 UTC,Meteorological Office,Strong winds caused structural damage.,2025,03,Lightning
Wind,QC2,F-Scale: IF1,Nagpur,"Maharashtra, India",22/10/2012 23:41 UTC,ESWD Management,Event observed via satellite imagery.,2012,10,Wind
Funnel,QC0,N/A,Paris,"Île-de-France, France",29/09/2007 15:11 UTC,University Research Group,Damage to vegetation and light structures.,2007,09,Funnel
Precip,QC1,F-Scale: IF2,Vienna,Austria,29/11/2002 18:46 UTC,Local Weather Service,Strong winds caused structural damage.,2002,11,Precip
Precip,QC0+,F-Scale: IF0,Tel Aviv,"Tel Aviv District, Israel",19/03/2016 17:21 UTC,Local Weather Service,Event observed via satellite imagery.,2016,03,Precip
Devil,QC1,EF0,Paris,"Île-de-France, France",06/03/2001 12:19 UTC,Public Report,Event observed via satellite imagery.,2001,03,Devil
Tornado,QC2,EF2,Genova,"Liguria, Italy",13/12/2002 10:33 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2002,12,Tornado
Lightning,QC0,F-Scale: IF1,Zurich,Switzerland,14/05/2018 19:37 UTC,Meteorological Office,Strong winds caused structural damage.,2018,05,Lightning
Funnel,QC1,F-Scale: IF1,Paris,"Île-de-France, France",23/11/2020 23:12 UTC,Public Report,Strong winds caused structural damage.,2020,11,Funnel
Tornado,QC0,N/A,Tel Aviv,"Tel Aviv District, Israel",15/10/2005 14:46 UTC,ESWD Management,"Short-lived event, limited damage reported.",2005,10,Tornado
Gustnado,QC1,EF2,Munich,"Bavaria, Germany",21/05/2007 05:31 UTC,Local Weather Service,Damage to vegetation and light structures.,2007,05,Gustnado
Lightning,QC0+,EF2,Munich,"Bavaria, Germany",16/07/2003 08:33 UTC,Public Report,Damage to vegetation and light structures.,2003,07,Lightning
Gustnado,QC0+,EF1,Munich,"Bavaria, Germany",06/12/2023 03:11 UTC,Public Report,Event observed via satellite imagery.,2023,12,Gustnado
Gustnado,QC0,N/A,Rome,"Lazio, Italy",22/02/2015 19:14 UTC,ESWD Management,Weak event reported with minor impacts.,2015,02,Gustnado
Avalanche,QC0+,N/A,Rome,"Lazio, Italy",15/11/2011 22:13 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2011,11,Avalanche
Tornado,QC1,EF2,Rota,"Andalucía, Spain",04/05/2022 21:24 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2022,05,Tornado
Devil,QC0,EF2,Zurich,Switzerland,05/05/2013 15:28 UTC,ESWD Management,Event observed via satellite imagery.,2013,05,Devil
Wind,QC0+,F-Scale: IF2,Zurich,Switzerland,20/09/2021 15:51 UTC,Public Report,Event observed via satellite imagery.,2021,09,Wind
Snow,QC0+,N/A,Vienna,Austria,29/06/2015 13:36 UTC,Meteorological Office,"Short-lived event, limited damage reported.",2015,06,Snow
Lightning,QC2,F-Scale: IF0,Genova,"Liguria, Italy",25/04/2014 08:15 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2014,04,Lightning
Devil,QC1,EF0,Tel Aviv,"Tel Aviv District, Israel",05/05/2004 01:43 UTC,Public Report,Severe weather phenomenon confirmed by eyewitnesses.,2004,05,Devil
Devil,QC1,F-Scale: IF1,Tel Aviv,"Tel Aviv District, Israel",08/09/2014 19:43 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2014,09,Devil
Lightning,QC2,F-Scale: IF0,Paris,"Île-de-France, France",16/05/2022 10:31 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2022,05,Lightning
Lightning,QC1,F-Scale: IF0,Paris,"Île-de-France, France",19/10/2010 07:20 UTC,ESWD Management,Damage to vegetation and light structures.,2010,10,Lightning
Wind,QC0,N/A,Rome,"Lazio, Italy",09/02/2021 09:45 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2021,02,Wind
Gustnado,QC1,F-Scale: IF0,Munich,"Bavaria, Germany",28/05/2016 13:45 UTC,Storm Chaser Network,Weak event reported with minor impacts.,2016,05,Gustnado
Tornado,QC1,F-Scale: IF0,Madrid,Spain,24/09/2008 12:22 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2008,09,Tornado
Wind,QC0,F-Scale: IF1,Madrid,Spain,18/07/2012 21:16 UTC,ESWD Management,Severe weather phenomenon confirmed by eyewitnesses.,2012,07,Wind
Snow,QC0+,F-Scale: IF1,Vienna,Austria,08/01/2025 12:28 UTC,Public Report,"Short-lived event, limited damage reported.",2025,01,Snow
Hail,QC0,F-Scale: IF1,Madrid,Spain,21/10/2001 01:32 UTC,University Research Group,Damage to vegetation and light structures.,2001,10,Hail
Wind,QC0+,F-Scale: IF2,Madrid,Spain,01/07/2020 05:05 UTC,Public Report,Damage to vegetation and light structures.,2020,07,Wind
Gustnado,QC1,EF1,Zurich,Switzerland,03/06/2013 20:15 UTC,Public Report,"Short-lived event, limited damage reported.",2013,06,Gustnado
Wind,QC0,F-Scale: IF2,Rome,"Lazio, Italy",12/06/2013 16:12 UTC,Meteorological Office,Strong winds caused structural damage.,2013,06,Wind
Funnel,QC0,EF1,Zurich,Switzerland,19/10/2013 23:29 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2013,10,Funnel
Precip,QC0,EF1,Rome,"Lazio, Italy",28/11/2025 07:46 UTC,Storm Chaser Network,Event observed via satellite imagery.,2025,11,Precip
Lightning,QC0+,F-Scale: IF0,Rome,"Lazio, Italy",20/01/2017 05:02 UTC,Public Report,Strong winds caused structural damage.,2017,01,Lightning
Funnel,QC1,EF0,Nagpur,"Maharashtra, India",06/11/2000 15:03 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2000,11,Funnel
Devil,QC2,N/A,Zurich,Switzerland,05/07/2022 20:52 UTC,University Research Group,Strong winds caused structural damage.,2022,07,Devil
Avalanche,QC1,EF2,Tel Aviv,"Tel Aviv District, Israel",08/04/2023 07:04 UTC,Storm Chaser Network,"Short-lived event, limited damage reported.",2023,04,Avalanche
Hail,QC1,EF1,Vienna,Austria,08/10/2007 15:41 UTC,Meteorological Office,Strong winds caused structural damage.,2007,10,Hail
Precip,QC0+,F-Scale: IF2,Munich,"Bavaria, Germany",19/09/2021 06:33 UTC,Public Report,Damage to vegetation and light structures.,2021,09,Precip
Devil,QC2,F-Scale: IF2,Munich,"Bavaria, Germany",18/12/2012 07:04 UTC,Storm Chaser Network,Damage to vegetation and light structures.,2012,12,Devil
Lightning,QC2,EF0,Munich,"Bavaria, Germany",28/11/2012 04:09 UTC,Meteorological Office,Event observed via satellite imagery.,2012,11,Lightning
Ice,QC1,EF0,Rota,"Andalucía, Spain",25/11/2012 02:41 UTC,University Research Group,Damage to vegetation and light structures.,2012,11,Ice
Wind,QC1,EF1,Nagpur,"Maharashtra, India",23/01/2009 18:23 UTC,University Research Group,Damage to vegetation and light structures.,2009,01,Wind
Gustnado,QC0,EF2,Genova,"Liguria, Italy",25/09/2010 08:16 UTC,Public Report,Event observed via satellite imagery.,2010,09,Gustnado
Precip,QC2,F-Scale: IF2,Nagpur,"Maharashtra, India",10/05/2002 03:25 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2002,05,Precip
Funnel,QC0+,EF0,Tel Aviv,"Tel Aviv District, Israel",25/03/2000 18:47 UTC,University Research Group,Severe weather phenomenon confirmed by eyewitnesses.,2000,03,Funnel
Wind,QC1,EF2,Nagpur,"Maharashtra, India",19/11/2012 10:57 UTC,ESWD Management,Weak event reported with minor impacts.,2012,11,Wind
Precip,QC0,F-Scale: IF1,Rome,"Lazio, Italy",01/06/2010 18:15 UTC,Storm Chaser Network,Event observed via satellite imagery.,2010,06,Precip
Avalanche,QC1,F-Scale: IF0,Zurich,Switzerland,22/03/2022 06:21 UTC,ESWD Management,Damage to vegetation and light structures.,2022,03,Avalanche
Tornado,QC1,EF0,Rome,"Lazio, Italy",24/10/2004 11:26 UTC,University Research Group,"Short-lived event, limited damage reported.",2004,10,Tornado
Lightning,QC2,F-Scale: IF2,Paris,"Île-de-France, France",07/01/2006 17:12 UTC,Local Weather Service,Weak event reported with minor impacts.,2006,01,Lightning
Snow,QC1,EF2,Tel Aviv,"Tel Aviv District, Israel",01/08/2020 22:07 UTC,Local Weather Service,Weak event reported with minor impacts.,2020,08,Snow
Snow,QC0+,F-Scale: IF1,Munich,"Bavaria, Germany",20/06/2025 23:01 UTC,Public Report,Strong winds caused structural damage.,2025,06,Snow
Hail,QC0,EF0,Zurich,Switzerland,11/02/2023 11:11 UTC,University Research Group,Weak event reported with minor impacts.,2023,02,Hail
Gustnado,QC0+,F-Scale: IF0,Tel Aviv,"Tel Aviv District, Israel",01/06/2021 11:02 UTC,Meteorological Office,Severe weather phenomenon confirmed by eyewitnesses.,2021,06,Gustnado
Devil,QC1,EF1,Paris,"Île-de-France, France",23/12/2011 11:15 UTC,University Research Group,"Short-lived event, limited damage reported.",2011,12,Devil
Avalanche,QC0+,F-Scale: IF0,Munich,"Bavaria, Germany",16/02/2016 23:38 UTC,University Research Group,Weak event reported with minor impacts.,2016,02,Avalanche
Wind,QC1,EF2,Munich,"Bavaria, Germany",01/03/2007 13:50 UTC,ESWD Management,Strong winds caused structural damage.,2007,03,Wind
Ice,QC0+,EF0,Vienna,Austria,27/11/2009 07:28 UTC,Local Weather Service,Severe weather phenomenon confirmed by eyewitnesses.,2009,11,Ice
Tornado,QC2,N/A,Vienna,Austria,27/08/2018 23:57 UTC,Public Report,Strong winds caused structural damage.,2018,08,Tornado
